job_title,job_link,company,company_rating,company_reviews,job_desc,apply_link
Data Scientist,https://id.indeed.com/viewjob?jk=aacdee5a272675ed&from=serp&vjs=3,,,,"We are looking for an individual who keeps updated with the latest technology, techniques, and methods and has the ability to make an impact to improve the lives of our customers.  Responsibilities:   Work closely with business users to identify issues and use data to propose solutions for effective decision making,  Merge, manage, interrogate and extract data to supply tailored reports to stakeholders, lenders, borrowers, or the wider organization,  Maintain clear and coherent communication, both verbal and written, to understand data needs and report results,  Create clear reports that tell compelling stories about how lenders or borrowers work with the business,  Conduct research for develops prototypes and proof of concepts.   Requirements:   Know some programming languages such as R or Python,  Have strong database design and coding skills,  Proficient in using machine learning tools and statistical modeling concept i.e. Clustering, Linear or Non-Linear Models, Tree models, etc to produce solutions to problems,  Familiarity with cloud tools such as Amazon S3 can also be beneficial,  1+ years of experience as a similar data scientist and a degree in quantitative fields.   If you think the above sounds fascinating, don’t hesitate to apply and send us your latest CV. Our team will get back to you at soonest. Thank you!",https://id.indeed.com/rc/clk?jk=aacdee5a272675ed&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKk_nqWWDQiCFFwZF7HZzZvzkN0wkll9wDHc3mnStM4Hmg&astse=9dead11afb416f02&assa=3698&vjfrom=serp
Data Analyst Associate,https://id.indeed.com/viewjob?jk=6088896a1c429d92&from=serp&vjs=3,Tokopedia,4.1,17,"Job Description: Become SME (Subject Matter Expert) in terms of Data & Analytics within Business Unit/Cluster Understand and Analyze Transactional (Order Related), Behavioral (Event Tracking, Client Activity) ,and Demographic data Explore Various Datasets to Generate Insights, Conclusions and Recommendations Produce Rich, Insightful, Meaningful and Beautiful Dashboards for Monitoring, Reporting that Automates Insight Generation Collaborate and synergize across with other data functions such as Data Engineering, Business Intelligent, Data Tracker , and Data Scientist teams Strategic Partner for Product (Feature, Functionality), Business (Campaign, Initiatives) and also Technology (Implementation) Produce data visualization and story tell the data with required tools. Perform work with solid Excel proficiency & SQL knowledge. Develop understanding of data wrangling & data manipulation (R/Python) Basic statistics modelling utilization Provide data insights on demand and proactively in order to assist operations Requirement: Bachelor's Degree 1+ years of Data analytics experience is a plus",https://id.indeed.com/rc/clk?jk=6088896a1c429d92&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKnbTiqhFaBckH9SekhU9qCtkN0wkll9wDHc3mnStM4Hmg&astse=61645df8147c7727&assa=4300&vjfrom=serp
Agricultural Data Systems Scientist,https://id.indeed.com/viewjob?jk=ed3701fd6bf5b2b9&from=serp&vjs=3,Mondelēz International,4,4528,"Job Description Are You Ready to Make It Happen at Mondelēz International? Join our Mission to Lead the Future of Snacking. Make It With Pride. Working as part of a project team, you support the delivery of long-term research projects in line with the business and consumer needs. You plan and execute projects from hypothesis through experimental work to result interpretation, write recommendations and disseminate reports. How you will contribute With the support and guidance of a manager, you will develop and execute projects, effectively communicating their statuses and highlighting risks and issues. You will plan and lead bench-top experimental work plans and trials in accordance with good manufacturing practice and HACCP requirements and support scale-up to pilots and factory scales. In addition, you will plan and conduct research activities including literature reviews, IP landscaping, analytical testing needs and consumer science testing and independently plan, lead and co-ordinate project-related activities. In this role, you will also maintain experimental workspaces and equipment to ensure compliance with food safety and quality policies and maintain quality standards system, safety and standard operating procedures in accordance with good manufacturing process and HACCP and implement corrective measures when necessary. What you will bring A desire to drive your future and accelerate your career and the following experience and knowledge: Working on teams and independently with the guidance of a manager Prioritizing and managing activities independently Applying your scientific understanding to experiment planning (formulating hypotheses) and analysis of results (validation of results against hypothesis) Understanding of relevant product/process technology Identifying problems proactively and in creating and implementing solutions independently Communicating effectively verbally and in writing, including writing technical reports More about this role What you need to know about this position: In our Pasuruan Cocoa Technical Center (PCTC) we are driving innovation in cocoa crop science, sustainability, and quality. The Agricultural Data Systems Scientist will work with the broader team, supporting data collection, database management, applying statistical design and analysis, data processing and modelling, and related skills to evaluate and implement new technologies to enable real-time proximal and remote-sensing of plants and their environment and analyze these and other relevant data sources to gain new insights into optimizing cocoa production economics. What extra ingredients you will bring: Passion for lifelong learning, growth mindset, and creative ideas. Education / Certifications: Bachelors degree in Agrotechnology especially Agriculture Statistics , or related field (with strong statistical, experimental design background ) Job specific requirements: Expertise with standard statistical packages such as DSAASTAT, etc . (some programming, dashboard analysis and modeling a plus) Familiarity to interpreting data and analysis of results, including developing and implementing data analyses protocols Familiarity with modelling approaches relevant for crop growth, yield prediction, or related biological models. Data collection systems and other strategies that optimize statistical efficiency and quality. Skills using GIS software, image analysis, and database development and interrogation. Strong communication skills (managing upward) and presentation skills (excellent English language skills a must), Project Management skills preferred, and familiarity with Excel, Word and PowerPoint Travel requirements: up to 20% travel expected Work schedule: Regular work hours, full time. Business Unit Summary Headquartered in Singapore, Mondelēz International’s Asia, Middle East and Africa (AMEA) region is comprised of six business units, has more than 21,000 employees and operates in more than 27 countries including Australia, China, Indonesia, Ghana, India, Japan, Malaysia, New Zealand, Nigeria, Philippines, Saudi Arabia, South Africa, Thailand, United Arab Emirates and Vietnam. Seventy-six nationalities work across a network of more than 35 manufacturing plants, three global research and development technical centers and in offices stretching from Auckland, New Zealand to Casablanca, Morocco. Mondelēz International in the AMEA region is the proud maker of global and local iconic brands such as Oreo and belVita biscuits, Kinh Do mooncakes, Cadbury, Cadbury Dairy Milk and Milka chocolate, Halls candy, Stride gum, Tang powdered beverage and Philadelphia cheese. We are also proud to be named a Top Employer in many of our markets. Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. Job Type Regular Research & Nutrition Science Science & Engineering",https://id.indeed.com/rc/clk?jk=ed3701fd6bf5b2b9&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKnv1HO7tYzCtjx_sv2WyH84kN0wkll9wDHc3mnStM4Hmg&astse=71792726e9e87e7b&assa=8239&vjfrom=serp
"Associate, Data Scientist / Economist",https://id.indeed.com/viewjob?jk=ca790fd1aef3c148&tk=1fdh7oj7nsm27800&from=serp&vjs=3&advn=9047482548535840&adid=365515091&ad=-6NYlbfkN0BKTfucqhUoepgvkdMbKcQ16rCt7EfN2rcBtk27iML-FIQM1_ZZkZfi7_qbKMTwLtssbvDqFh1vx8THrVUSA3UryqDDTWhpBpNRGoQNbcGfIh3x1D0mgLjVTs3uvSZCrnORV4u3e-aGoiCJ3HXQMd2vusdUjfHHI43cOcYiW3UQ4f7uR-loSz9cXpfCiRTEeA5RjoZyN1t7dD8-m5WobeCVWvQB2b7FxxoesHgdGdysdXcaMYd9HfM78guhL7OSYqdJBTWINJ7W1O9DWPgXvwirUw6lhcharTwyGMShJg5rBRUqSPznCr5W6YEP1i1AaOPQQ6YNwj2_NnJYDiLdtlQFmHusgBmFXKjKWeIQw4mwjYHJAdJiGAZe&sjdu=EqNJq8KIB8NiBpjKt3FQ2Q_-v6MrFVOzrTCAoV_5Hlz8b3vDBNENJwZNereRxxTIa3IMeNtF7GC2l0aR1RQA8HCi7p_0hqW1Fp5uxrZl2nzqmFaRBvv26eH9U7sdI0V3epH9YC-R1jV1phQigtW7HNdUq03N7xzUnA-1DY9x3h1UY6m_2Ix1ckfQoqtkmg82,Grab,3.8,525,"Get to know our Team:   A diverse and close-knit team, with backgrounds ranging from economics, computer science, mathematics and business. We work closely to understand and quickly address business needs through a combination of data, observation, intuition, and rapid experimentation. We set high expectations for ourselves and we strongly support the freedom to explore and innovate.    Get to know the Role: What is the right price for a GrabCar from Setiabudi to Tangerang? How much should a driver earn from GrabFood vs GrabBike? How should we segment users and nudge them in targeted ways? The team takes on some of the most challenging and fascinating problems in transport, food, financial services, logistics, and the space around. The team applies both qualitative and quantitative techniques to address problems and develop strategies to match supply and demand for an efficient marketplace. You will need to lead, manage and quality assure the work of a team of economists and analysts answering these questions.   The day-to-day activities:   Using SQL and Python to deep dive into the data and answer complex business questions Use visualization libraries like plotly, seaborn, matplotlib to visualize key insights from rich data Build simulation tools combining python and google sheets to enable decision makers test different business scenarios Use statistical techniques & methodologies to design and analyze various experiments Build dashboards using Tableau / Power BI / Python to monitor business performance & insights Discuss with stakeholders about business problems, then translate it into specific analytical steps and solution Write analytical reports in docs and slides to articulate the study findings and insights Present analysis findings to business stakeholders; facilitate business discussion driven by data & analytics   The must haves:    Bachelor’s degree in Economics / Computer Science / MIS / Industrial Engineering / Mathematics / other quantitative disciplines Work experience between 0 - 4 years. Fresh graduates with stellar academic (GPA > 3.7) & extracurricular achievements are encouraged! Participation in math / science / programming / business case study competitions is a plus SQL, Python / R skills will be advantageous, but not mandatory for strong candidates. Do share if you have portfolio of projects Intellectual curiosity and willingness to continuously learn Structured problem solving and ability to connect the dots to derive insights Good communication skills - the candidate is expected to write analysis reports and present to business stakeholders Empathy to our partners (drivers, merchants, customers, business stakeholders) to connect between the analytical and real world reality",https://id.indeed.com/rc/clk?jk=ca790fd1aef3c148&from=vj&pos=bottom&mvj=0&spon=1&adid=365515091&ad=-6NYlbfkN0BKTfucqhUoepgvkdMbKcQ16rCt7EfN2rcBtk27iML-FIQM1_ZZkZfi7_qbKMTwLtssbvDqFh1vx8THrVUSA3UryqDDTWhpBpNRGoQNbcGfIh3x1D0mgLjVTs3uvSZCrnORV4u3e-aGoiCJ3HXQMd2vusdUjfHHI43cOcYiW3UQ4f7uR-loSz9cXpfCiRTEeA5RjoZyN1t7dD8-m5WobeCVWvQB2b7FxxoesHgdGdysdXcaMYd9HfM78guhL7OSYqdJBTWINJ7W1O9DWPgXvwirUw6lhcharTwyGMShJg5rBRUqSPznCr5W6YEP1i1AaOPQQ6YNwj2_NnJYDiLdtlQFmHusgBmFXKjKWeIQw4mwjYHJAdJiGAZe&sjdu=EqNJq8KIB8NiBpjKt3FQ2Q_-v6MrFVOzrTCAoV_5Hlz8b3vDBNENJwZNereRxxTIa3IMeNtF7GC2l0aR1RQA8HCi7p_0hqW1Fp5uxrZl2nzqmFaRBvv26eH9U7sdI0V3epH9YC-R1jV1phQigtW7HNdUq03N7xzUnA-1DY9x3h1UY6m_2Ix1ckfQoqtkmg82&astse=6ecb109276e41158&assa=8873&vjfrom=serp
Data Scientist (Analytics),https://id.indeed.com/viewjob?jk=91671fcb44a3e6ac&tk=1fdh7ojp5sm4j800&from=serp&vjs=3&advn=9047482548535840&adid=365515091&ad=-6NYlbfkN0BKTfucqhUoepgvkdMbKcQ16rCt7EfN2rcBtk27iML-FIQM1_ZZkZfi7_qbKMTwLtuRKxNnn8g_4659vs6zTRTb33Z5BQ2KxVIwyfdDeTVO97bVAa1fKb9hMT84_JNtMa6Qbl5uQF_cqcMRNOYuNkGvPbucMqU6XrOQTSwxBRbOu0_6UQenZkdihE6QwJUqT7XN689CNkbwvSAWFB7fdb8PDv6d5MAaRuHbRXSeUDCamGin4Oo90LQCYQMvYuFbCagh06-3TcrdmUhRb2VoBTuihFI9lxRfsZgcEUOszfLxOEBBiuNRVIWoXAqphHHbL1E6102EuT4VCmaHpS9Clfr8O1aQpk00Q_YVGwVotxXzQh9xM1HK-Q9i&sjdu=EqNJq8KIB8NiBpjKt3FQ2Q_-v6MrFVOzrTCAoV_5Hlz8b3vDBNENJwZNereRxxTI0JhxhUuRQD4avrFdLD6sLwKSo3uG4WVPt5_g2ooQQSjwSKKtYRYrhxLfvCBMuOs1kO5lig56fpZ2fmmwe_vvjKzGtK9X763Pd4HOgSt0Cbg,Grab,3.8,525,"The day-to-day activities: Perform analysis to generate insights for external-facing publications and marketing team Design and develop reports and dashboards to automate insights and enable self-serve analytics for marketing teams Work with the users to define the scope and details of the projects Maintain own set of data / ETL for analysis, dashboards and reports Enable market-wide visibility on business metrics across multiple business lines Perform and drive internal analytics to continuously refine how we support and operate Support a broad range of insights publication initiatives with data and insights  The must haves: Some analytical experience (1+ years) and business acumen, preferably in e-commerce or internet industry. Bachelor’s degree in Statistics, Analytics, Mathematics, Engineering or other quantitative subject Advanced knowledge of analytical tools such as Excel (VBA, Pivot), database querying (SQL, Presto, Hive), visualization and reporting tools (Tableau, PowerBI, Holistics). Strong ability to work with large and complex data sets Fast-learner, versatile, self-driven, detail-oriented Good communication skills to translate analytics specificities for all audiences Full professional working proficiency in English is required",https://id.indeed.com/rc/clk?jk=91671fcb44a3e6ac&from=vj&pos=bottom&mvj=0&spon=1&adid=365515091&ad=-6NYlbfkN0BKTfucqhUoepgvkdMbKcQ16rCt7EfN2rcBtk27iML-FIQM1_ZZkZfi7_qbKMTwLtuRKxNnn8g_4659vs6zTRTb33Z5BQ2KxVIwyfdDeTVO97bVAa1fKb9hMT84_JNtMa6Qbl5uQF_cqcMRNOYuNkGvPbucMqU6XrOQTSwxBRbOu0_6UQenZkdihE6QwJUqT7XN689CNkbwvSAWFB7fdb8PDv6d5MAaRuHbRXSeUDCamGin4Oo90LQCYQMvYuFbCagh06-3TcrdmUhRb2VoBTuihFI9lxRfsZgcEUOszfLxOEBBiuNRVIWoXAqphHHbL1E6102EuT4VCmaHpS9Clfr8O1aQpk00Q_YVGwVotxXzQh9xM1HK-Q9i&sjdu=EqNJq8KIB8NiBpjKt3FQ2Q_-v6MrFVOzrTCAoV_5Hlz8b3vDBNENJwZNereRxxTI0JhxhUuRQD4avrFdLD6sLwKSo3uG4WVPt5_g2ooQQSjwSKKtYRYrhxLfvCBMuOs1kO5lig56fpZ2fmmwe_vvjKzGtK9X763Pd4HOgSt0Cbg&astse=e5f7bf8c681ba0a1&assa=9603&vjfrom=serp
Data Scientist - Demand Generation,https://id.indeed.com/viewjob?jk=6988f3df6b3b4166&from=serp&vjs=3,GO-JEK,3.9,181,"Location  Jakarta  Work Type  Permanent  Application Posted  June 15, 2021  About the Role As our Data Scientist, you'll be an integral player in the Demand and Incentives Data Team based in Jakarta. With the latest cutting-edge data science tech at your disposal, you'll focus your efforts on bringing our incentive systems to the next level, employing various quantitative techniques such as Machine Learning, Optimization, Simulation, Bayesian Techniques to drive asymmetric values for our businesses at Gojek. You'll be heavily involved in ideation, research, and building prototypes, and the folks in the Data Science Platform will bring your models to production. Your efforts will directly influence the stability and scalability of Gojek's demand & incentives stream, and thus to company's top and bottom line as a whole.   What You Will Do  Drive the long term vision of the Machine Learning-based incentive systems and own its implementation end-to-end Enhance the technical excellence of the team and bring the data science products in your stream to the next level Work with other Data Scientists, Machine Learning Engineers, and Business users to build, deploy, and scale data science solutions for incentive systems Utilize your experience in data science, machine learning, software engineering, distributed systems to develop these systems; work with the platform team to take the systems to production Work with Business teams to continuously refine and improve the systems to cater to Gojek's ever-evolving needs  What You Will Need  At least 3 years of experience, with solid understanding of Data Science and Machine Learning fundamentals and experience taking Data Science models into production Experience in Python, R, Golang/Java, Unix; along with knowledge of good software design principles and TDD Working knowledge of Cloud-based solutions (GCP/ AWS), Stream Data Processing Frameworks (Beam) and mature Deep Learning frameworks (e.g. Tensorflow/ Pytorch) Proven experience in understanding Business needs and formulating Data Science solutions to solve these issues Experience working with relational and non-relational databases Ability to write clear and concise technical documentation Knowledge of Causal Inference A Bachelor's Degree in Software Engineering, Computer Science, Information Systems, Business Analytics, Statistics or a similar field  About the Team Our Demand and Incentives team is a part of the Loyalty, Incentives, and Monetization (LPM) Data team which consists of 5 members (Decision Scientists, Data Scientists, and Business Intelligence folks). The team is distributed across Indonesia and Singapore. Working alongside the CRM, Growth, and Consumer Care streams (just to name a few), we oversee all things data when it comes to increasing demand and issuing incentives. This includes designing an efficient loyalty program and the best data driven communication channels for our users. For instance, should you have a question about which incentives to offer our customers to keep them engaged on the platform, we are your people! Currently, our team has been hard at work building a machine learning-based voucher allocation system which will recommend catered incentives to our users at the optimal time. We're a tight-knit group made up of crypto-enthusiasts, national badminton champions, and movie fanatics. We work hard and play hard, and believe it or not, we actually enjoy each other’s company!",https://id.indeed.com/rc/clk?jk=6988f3df6b3b4166&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKlI__HgpFxbi1Ho0-Py40oskN0wkll9wDHc3mnStM4Hmg&astse=596070f44069afb4&assa=2908&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=9b00cfbcab3b0b68&from=serp&vjs=3,,,,"Please join us and being part of an awesome, fun and dynamic work environment team’s as a Data Scientist with the following qualifications:   Candidate must possess at least Diploma, Bachelor’s Degree, Master’s Degree/Post Graduate Degree in Computer Science/Information Technology,  Mathematics or equivalent.  Required language(s): Bahasa Indonesia, English  At least 1 Year(s) of working experience in the related field is required for this position.  Having experience in data mining.  Experience in one or more natural language processing topics: tagging, syntactic parsing, word sense disambiguation, topic modeling; contextual text mining and application of deep learning to NLP.  Experience working with a wide range of predictive and decision models and data mining techniques, as well as tools for developing such models  Having a very good analytical thinking.  Strong problem solving skills.  Good communication skills.   Required Skill(s):   machine learning / phyton / R / Data Mining / Statistics / K-NN / Naivebayes / SVM / Weka / SPSS / Sentiment Analysis / NLP.  Preferably Staff (non-management & non-supervisor) specialized in IT/Computer – Software or equivalent.   Role and Responsibility :   Follow the kickoff agenda with customers  Processing User Requirment  Identify the system requirements to be developed based on user requirements  Provide input to the Project Team regarding the design that will be used Data Scientist  Processing testing  Processing data cleansing  Provide input material project to the team   Please send your Cover Letter + C.V",https://id.indeed.com/rc/clk?jk=9b00cfbcab3b0b68&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKnqDbltKTSm_vKLKakYuop3kN0wkll9wDHc3mnStM4Hmg&astse=54cd309c7a01aad7&assa=4904&vjfrom=serp
Data Engineer,https://id.indeed.com/viewjob?jk=56f6a336f3f024a3&from=serp&vjs=3,,,,"Create and maintain optimal data pipeline architecture, Assemble large, complex data sets that meet functional / non-functional business requirements.  Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS/GCP ‘big data’ technologies. Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics. Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs. Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader. Work with data and analytics experts to strive for greater functionality in our data systems. Create collection Log for Pentaho ETL Create Fact and Dimension based on our design Create Fact and Dimension Log and scheduler Develop using JSON, for mongodb Experience with big data tools: Hadoop, Spark, Kafka, etc Experience with relational SQL and NoSQL databases, including Postgres and Cassandra  Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.  Experience with AWS cloud services: EC2, EMR, RDS, Redshift  Experience with stream-processing systems: Storm, Spark-Streaming, etc. Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc. Pentaho ETL MySql BigQuery JSON Mongodb",https://id.indeed.com/rc/clk?jk=56f6a336f3f024a3&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKlrmqdByAqTPHl6GSF45FmqkN0wkll9wDHc3mnStM4Hmg&astse=a7ba10b016b2be22&assa=5459&vjfrom=serp
Data Science Trainee,https://id.indeed.com/viewjob?jk=5e61fdb544bbf803&from=serp&vjs=3,,,,"Trainee for Algoritma team of instructors. Responsible for completing Algoritma Growth Program as part of competencies development. Job Descriptions Responsible for maintaining Algoritma's Class Management System to meet the SLA for student assignment grading Responsible for answering online mentor support service for all Algoritma clients in answering technical data-science related questions Assist lead instructor in conducting a workshop as teaching assistant. Responsible for tracking attendance, ensuring logistics and venue preparation, and solving technical problems Contribute to developing Algoritma educational content in data science for a network of Alumnus or Corporate Clients Contribute to Algoritma's tools development for analyzing and improving team's pedagogical excellence Bachelor's degree in areas related but not limited to mathematics, computer science, information technology will be an advantage Displaying a strong interest in mastering full-stack data scientist state of the art practice is a must Highly enthusiastic with data analytics. Having experience in data analysis, data mining, machine learning projects will be a plus Exposed to statistical tools, computational programming, database management, or software engineering Experienced with R or Python will be a plus",https://id.indeed.com/rc/clk?jk=5e61fdb544bbf803&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKlO9u3HQLeRAGjng0NI1-FmkN0wkll9wDHc3mnStM4Hmg&astse=d28ee53028b2f295&assa=6116&vjfrom=serp
Data Scientist Lead,https://id.indeed.com/viewjob?jk=d64aa7e17e1f8343&from=serp&vjs=3,,,,"Role instructions:  The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.   Your main duties in flying with us:  Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions  Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies  Assess the effectiveness and accuracy of new data sources and data gathering techniques  Develop custom data models and algorithms to apply to data sets  Use predictive modelling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes  Develop company A/B testing framework and test model quality  Coordinate with different functional teams to implement models and monitor outcomes  Develop processes and tools to monitor and analyze model performance and data accuracy   Mandatory belongings that you must prepare:  Have minimum 5-7 years of experience manipulating data sets and building statistical models, has a Master’s or PhD in Statistics, Mathematics, Computer Science or another quantitative field  Strong problem-solving skills with an emphasis on product development  Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets  Experience working with and creating data architectures.  Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks  Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications  Excellent written and verbal communication skills for coordinating across teams  Have a drive to learn and master new technologies and techniques   In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination.  Skills Requirements  Python  Sql  R  Data Scientist",https://id.indeed.com/rc/clk?jk=d64aa7e17e1f8343&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKkOYA6iPSOCGm0hOJ2HgY6JkN0wkll9wDHc3mnStM4Hmg&astse=e795fd17a999a241&assa=6727&vjfrom=serp
Senior Data Scientist I - Logistics,https://id.indeed.com/viewjob?jk=162eda000e89c9bc&from=serp&vjs=3,GO-JEK,3.9,181,"Location  Jakarta  Work Type  Permanent  Application Posted  August 16, 2021  About the Role The role requires you to utilize various quantitative techniques such as Machine Learning, Optimisation, Simulation, Bayesian Techniques, etc. at your disposal to drive asymmetric values for our business at Gojek. Not only are you expected to be involved in ideation, research, and building prototypes, but you will also get the chance to bring your model to production by utilizing various data science tools created by our Data Science Platform Team.   What You Will Do  In this role, you will work with data scientists, machine learning engineers, and business users to build, deploy, and scale data science solutions on match-making and pricing problems in Gojek that touch the company’s baseline You will use your experience in data science, machine learning, software engineering, distributed systems to develop these systems, work with the platform team to take the systems to production Work with Business teams to continuously refine, improve the systems to cater to ever-changing Gojek needs  What You Will Need  At least 5 years of experience as a Data Scientist/ ML Engineer Bachelor's Degree in Software Engineering, Computer Science, Information Systems, Business Analytics, Statistics or similar fields Solid understanding of data science and machine learning fundamentals Proven experience to formulate data science solutions to business problems Proven ability to communicate with Business and understand Business needs Understanding of good software design principles and TDDExperience in taking data science models to production Experience in Python, R, Golang/Java, Unix Experience working with relational and non-relational databases Ability to write clear, concise technical documentation A good team player Ability to recognise when a simple solution is the best Identify signal from noise and focus on creating business impact  About the Team Our Data Science team consists of over 20 Data Scientists. As Chicken Rice is to the people of Singapore, the Data Science team is to Gojek: providing the nourishment and power to sustain our business from the inside out. Our main responsibility is to build data products for ride-hailing, logistics, food delivery, and payments. How does one achieve this, you may ask? By leveraging on Machine Learning. From selecting the right driver to dispatch, to dynamically setting prices, to forecasting real-world events, to processing the hundreds of millions of orders per month across more than 20 products - all this is driven by Machine Learning. We are working on several projects now, including one about how we can strategically position our driver-partners to improve our customer experience. As a team, we’re concerned not only with the growth of the company, but each other’s personal and professional growths, too. Along with keeping fit (via badminton and table tennis), our team bonds over our shared love of hiking (Yes, in Singapore!). With WFH becoming more normalised, you best believe we’ve been sharing our favorite ways to prioritise a healthy work-life balance at home (Netflix, anyone?).",https://id.indeed.com/rc/clk?jk=162eda000e89c9bc&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKn3e4Duc7AD8lYxlbC3t7E9kN0wkll9wDHc3mnStM4Hmg&astse=98e31b95315e57ad&assa=7396&vjfrom=serp
